id,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,67.5,no_of_special_requests,booking_status
334,3,0,2,5,0,0,1,140,2018,7,30,1,0,0,0,137.7,0,1
335,3,0,0,1,0,0,1,54,2018,7,27,1,0,0,0,95.63,0,1
336,2,0,2,5,1,0,0,224,2018,9,9,1,0,0,0,114.3,1,0
337,2,0,0,1,0,0,0,154,2018,8,4,1,0,0,0,79.2,1,1
338,2,0,1,4,1,0,0,80,2018,11,7,1,0,0,0,92.0,1,1
339,1,0,1,3,0,0,1,4,2018,1,9,1,0,0,0,166.0,0,0
340,2,0,1,2,0,0,1,1,2018,8,11,1,0,0,0,120.0,1,0
341,2,0,0,2,0,0,0,317,2018,10,15,0,0,0,0,112.2,0,1
342,2,0,0,1,2,0,0,35,2017,9,18,0,0,0,0,86.9,0,0
343,2,0,1,3,0,0,0,110,2018,9,18,1,0,0,0,71.4,1,0
344,2,0,1,0,0,0,0,36,2017,10,16,0,0,0,0,96.67,0,0
345,2,0,1,5,0,0,0,349,2018,10,4,0,0,0,0,248.0,0,1
346,2,2,0,1,0,0,2,3,2018,9,22,1,0,0,0,75.0,2,0
347,2,0,2,2,0,0,0,60,2018,3,25,0,0,0,0,100.0,0,0
348,2,0,1,2,0,0,0,112,2018,6,2,0,0,0,0,80.75,0,0
349,2,0,1,3,0,0,0,206,2018,9,21,0,0,0,0,107.0,0,1
350,2,0,1,2,2,0,0,418,2018,9,16,0,0,0,0,65.0,0,1
351,2,0,1,2,0,0,0,60,2018,1,25,0,0,0,0,109.0,1,0
352,2,0,0,2,2,0,0,256,2018,6,15,0,0,0,0,90.0,0,0
353,1,0,0,3,0,0,1,11,2018,6,14,2,0,0,0,100.75,0,0
354,2,0,2,2,0,0,0,256,2018,10,15,0,0,0,0,144.0,0,1
355,2,0,0,3,0,0,0,7,2018,5,21,0,0,0,0,55.0,0,0
356,2,0,2,2,0,0,0,15,2017,12,4,0,0,0,0,67.22,0,0
357,1,0,0,1,0,0,0,3,2018,1,14,1,1,11,4,118.8,1,0
358,3,0,1,3,0,0,0,65,2018,10,10,0,0,0,0,105.4,1,0
359,2,0,3,5,0,0,0,97,2018,7,19,1,0,0,0,110.0,2,0
360,2,0,2,3,0,0,0,183,2018,9,8,0,0,0,0,67.0,0,1
361,2,0,0,4,0,0,0,15,2018,12,20,0,0,0,0,0.0,0,0
362,1,0,0,1,0,0,2,37,2017,12,2,4,0,0,0,90.9,1,0
363,1,0,0,3,0,0,0,178,2018,10,18,1,0,0,0,100.75,2,1
364,2,0,0,2,0,0,0,256,2018,10,16,1,0,0,0,76.5,0,1
365,2,0,0,1,0,0,0,109,2017,7,29,1,0,0,0,126.0,1,0
366,3,0,0,2,0,0,1,65,2018,12,1,1,0,0,0,118.8,1,0
367,2,0,1,3,1,0,0,123,2018,9,5,1,0,0,0,85.5,1,1
368,2,0,0,1,1,0,0,99,2018,6,23,1,0,0,0,137.7,0,1
369,3,0,0,2,0,0,1,53,2018,4,7,1,0,0,0,71.0,2,0
370,2,0,1,2,0,0,0,119,2018,4,4,0,0,0,0,100.0,1,0
371,2,0,0,3,0,0,0,143,2018,9,19,0,0,0,0,86.08,0,1
372,2,0,1,3,0,0,0,106,2018,7,11,0,0,0,0,76.58,1,0
373,2,0,1,5,1,0,0,134,2018,7,4,1,0,0,0,132.3,1,0
374,2,0,1,5,0,0,1,129,2018,10,10,1,0,0,0,221.0,2,1
375,2,2,0,3,0,0,3,15,2018,5,31,1,0,0,0,93.6,3,0
376,2,0,1,3,0,0,0,98,2018,12,6,1,0,0,0,72.76,2,0
377,2,0,0,1,0,0,0,52,2017,10,23,0,0,0,0,78.48,0,0
378,1,0,2,0,0,0,0,52,2018,10,11,1,0,0,0,75.0,0,1
379,2,0,1,2,0,0,0,418,2018,9,9,0,0,0,0,80.0,0,1
380,2,0,1,2,0,0,0,418,2018,9,26,0,0,0,0,99.45,1,0
381,2,0,2,3,0,0,0,171,2018,8,5,1,0,0,0,90.0,1,1
382,1,0,0,2,0,0,0,1,2018,5,17,0,0,0,0,117.9,0,0
383,2,1,1,3,0,0,0,91,2018,8,21,0,0,0,0,85.5,0,0
384,2,0,2,0,1,0,0,175,2018,7,23,1,0,0,0,65.0,0,0
385,1,0,0,2,0,0,0,13,2018,7,8,2,1,2,6,83.66,0,0
386,2,0,1,5,0,0,0,89,2018,3,25,1,0,0,0,90.0,0,0
387,1,0,0,2,0,0,0,256,2018,6,15,0,0,0,0,65.0,0,0
388,1,0,2,1,0,0,0,41,2017,12,27,2,0,0,0,259.2,0,0
389,2,2,0,3,2,0,3,44,2018,9,18,1,0,0,0,90.0,0,1
390,2,0,1,3,0,0,0,259,2018,5,5,0,0,0,0,159.3,0,1
391,3,0,2,4,0,0,1,35,2018,8,28,1,0,0,0,107.1,1,1
392,2,0,0,3,1,0,0,111,2018,8,13,1,0,0,0,115.0,1,0
393,1,0,0,2,0,0,0,192,2018,6,24,0,0,0,0,116.1,0,0
394,2,0,1,0,0,0,0,130,2018,6,18,1,0,0,0,97.2,2,0
395,2,0,2,2,0,0,0,164,2018,9,4,0,0,0,0,100.3,0,1
396,2,0,2,2,0,0,0,230,2018,5,19,1,0,0,0,120.0,1,0
397,2,0,2,1,0,0,0,69,2018,6,12,0,0,0,0,149.4,0,1
398,2,0,0,1,0,0,1,64,2018,9,15,1,0,0,0,177.3,1,1
399,2,2,0,3,0,0,3,78,2018,4,7,1,0,0,0,190.0,2,0
400,1,0,1,2,0,0,0,3,2017,9,19,2,0,0,0,82.45,0,0
401,2,0,0,4,0,0,1,177,2018,8,19,1,0,0,0,65.0,2,1
402,1,0,1,0,0,0,0,0,2018,6,19,2,1,2,13,132.3,0,0
403,2,0,0,1,0,0,1,83,2018,9,30,1,0,0,0,244.8,2,0
404,2,2,1,2,0,0,1,1,2018,4,3,1,0,0,0,118.8,0,1
405,2,0,2,1,0,0,0,162,2018,8,27,1,0,0,0,126.86,1,1
406,3,0,2,5,0,0,1,123,2018,6,10,1,0,0,0,150.3,0,1
407,3,0,0,4,0,0,1,35,2018,4,2,1,0,0,0,62.8,0,0
408,2,0,0,5,0,0,0,6,2017,11,4,0,0,0,0,138.13,0,0
409,2,0,0,3,0,0,1,217,2018,8,15,1,0,0,0,86.62,2,0
410,2,0,0,1,0,0,2,221,2018,8,12,1,0,0,0,114.3,0,1
411,2,0,1,2,0,0,0,110,2018,7,8,1,0,0,0,145.8,1,0
412,2,1,0,2,0,0,0,45,2018,6,30,1,0,0,0,64.0,2,0
413,2,0,1,0,0,0,0,4,2017,12,25,0,0,0,0,159.3,0,0
414,3,0,0,3,0,0,1,111,2018,6,2,1,0,0,0,150.3,1,1
415,3,0,1,2,0,0,0,33,2018,3,25,1,0,0,0,207.9,1,0
416,2,2,2,1,0,0,3,33,2018,9,19,1,0,0,0,60.0,3,0
417,1,0,2,1,0,0,0,4,2018,2,28,0,0,0,0,90.9,0,1
418,2,0,0,3,0,0,0,188,2018,10,28,1,0,0,0,110.0,0,1
419,2,0,0,3,0,0,0,105,2017,10,12,1,0,0,0,66.0,0,1
420,1,0,1,0,0,0,0,3,2018,1,25,2,1,0,4,81.82,0,0
421,2,0,2,4,0,0,2,292,2018,7,21,1,0,0,0,69.99,1,0
422,2,0,0,2,0,0,1,69,2017,10,22,0,0,0,0,94.5,0,0
423,2,0,0,2,1,0,0,193,2018,7,29,1,0,0,0,65.0,1,0
424,1,0,1,2,0,0,0,0,2018,12,1,2,1,0,2,75.0,0,0
425,2,0,0,3,0,0,0,48,2018,11,5,0,0,0,0,75.0,0,0
426,2,0,0,2,0,0,0,245,2018,6,4,0,0,0,0,120.0,0,1
427,2,0,0,3,0,0,0,163,2018,9,8,0,0,0,0,90.95,0,1
428,2,0,0,1,0,0,0,256,2018,8,31,1,0,0,0,130.0,1,0
429,2,0,0,2,0,0,0,107,2018,6,10,1,0,0,0,85.67,1,0
430,2,0,0,2,0,0,0,41,2018,3,13,0,0,0,0,172.55,0,0
431,2,2,2,3,0,0,3,136,2018,7,30,1,0,0,0,80.75,0,0
432,2,0,0,3,0,0,0,203,2018,9,8,0,0,0,0,76.5,1,0
433,2,0,0,1,0,0,0,217,2017,8,7,1,0,0,0,63.75,2,1
434,2,0,2,3,1,0,0,56,2018,3,13,1,0,0,0,118.8,1,1
435,2,0,0,2,0,0,0,166,2018,10,8,1,0,0,0,134.1,0,1
436,2,1,0,2,0,0,0,74,2018,7,23,1,0,0,0,65.0,1,0
437,1,0,2,0,0,0,0,5,2018,11,24,2,1,0,3,100.0,1,0
438,2,0,0,2,0,0,0,56,2018,6,8,0,0,0,0,150.45,0,0
439,3,0,1,3,0,0,0,55,2018,5,5,1,0,0,0,100.0,0,1
440,2,0,0,3,0,0,0,14,2017,10,15,0,0,0,0,136.0,0,0
441,2,0,1,2,0,0,0,80,2018,5,9,0,0,0,0,156.6,1,0
442,2,2,0,2,0,0,3,30,2017,8,23,1,0,0,0,72.25,2,0
443,2,0,2,3,0,0,0,132,2018,7,1,0,0,0,0,207.9,0,0
444,2,2,0,2,0,0,3,33,2018,10,24,1,0,0,0,87.0,1,0
445,2,0,0,2,2,0,0,1,2018,1,2,0,0,0,0,116.1,0,0
446,2,0,0,5,1,0,0,77,2018,5,4,1,0,0,0,72.25,0,1
447,2,0,2,5,0,0,0,183,2018,8,8,1,0,0,0,80.0,0,1
448,1,0,0,1,0,0,0,19,2017,10,6,0,0,0,0,80.75,0,0
449,2,0,0,4,0,0,0,63,2018,4,26,0,0,0,0,128.35,0,0
450,2,0,0,2,0,0,1,160,2018,5,27,1,0,0,0,95.0,1,1
451,2,0,0,3,0,0,0,250,2018,10,26,1,0,0,0,140.0,0,1
452,3,0,2,1,0,0,1,33,2018,2,20,1,0,0,0,102.6,1,0
453,2,0,0,3,1,0,0,186,2018,9,30,1,0,0,0,90.95,0,1
454,2,0,1,4,0,0,0,166,2018,8,4,1,0,0,0,85.0,0,1
455,1,0,1,3,0,0,0,113,2018,6,30,0,0,0,0,137.7,0,1
456,3,0,0,2,0,0,1,86,2018,7,10,1,0,0,0,71.6,2,0
457,2,0,0,3,0,0,0,148,2017,12,30,0,0,0,0,89.25,0,0
458,2,0,2,5,1,0,0,185,2018,8,13,1,0,0,0,75.0,0,1
459,1,0,1,2,0,0,0,154,2018,4,4,0,0,0,0,115.0,0,0
460,2,0,0,2,2,0,0,377,2018,10,14,0,0,0,0,90.95,1,0
461,2,0,1,3,0,0,0,222,2018,8,29,1,0,0,0,151.2,1,0
462,3,0,0,2,0,0,1,110,2018,10,7,1,0,0,0,114.3,2,0
463,2,1,1,1,0,0,0,154,2018,7,30,1,0,0,0,139.5,2,1
464,3,0,0,5,0,0,1,58,2018,7,10,1,0,0,0,104.96,2,0
465,1,0,1,2,0,0,1,32,2018,9,8,1,0,0,0,138.55,1,0
466,3,0,0,4,0,0,1,126,2018,7,8,1,0,0,0,120.0,2,0
467,1,0,1,2,0,0,0,180,2018,10,14,0,0,0,0,90.95,1,0
468,2,0,2,5,0,0,0,187,2018,7,28,1,0,0,0,76.0,1,0
469,2,0,2,4,0,0,0,115,2018,3,27,0,0,0,0,181.0,1,0
470,2,2,1,2,0,0,3,0,2018,6,5,1,0,0,0,103.5,2,0
471,2,0,2,2,1,1,0,156,2018,8,21,1,0,0,0,106.0,1,0
472,1,0,2,3,0,0,1,3,2018,2,14,1,0,0,0,96.0,0,0
473,1,0,2,1,2,0,0,80,2018,6,26,0,0,0,0,89.25,0,0
474,2,0,2,1,0,0,0,110,2017,10,25,1,0,0,0,70.0,0,1
475,2,0,0,3,0,0,0,433,2018,9,8,0,0,0,0,118.8,1,1
476,2,0,3,7,0,0,1,94,2018,7,23,1,0,0,0,68.0,0,1
477,0,2,1,3,0,0,2,56,2018,3,7,1,0,0,0,71.4,1,1
478,2,0,3,5,0,0,0,72,2017,9,19,0,0,0,0,121.5,1,0
479,2,1,0,2,0,0,0,166,2018,8,5,1,0,0,0,116.0,0,1
480,1,0,1,0,0,0,0,0,2017,10,5,0,0,0,0,65.0,0,0
481,2,0,1,3,0,0,0,21,2017,10,12,0,0,0,0,58.0,0,0
482,2,0,0,1,0,0,0,19,2017,12,22,0,0,0,0,154.0,1,0
483,2,0,0,3,0,0,1,28,2018,9,27,1,0,0,0,120.0,0,1
484,2,0,0,1,0,0,0,27,2018,6,6,0,0,0,0,72.25,0,0
485,2,0,2,6,0,0,0,106,2018,7,8,0,0,0,0,71.0,1,1
486,1,0,0,3,0,0,0,151,2018,1,10,0,0,0,0,95.0,0,0
487,2,0,2,5,0,0,0,90,2018,9,5,0,0,0,0,100.0,0,0
488,2,0,2,2,0,0,0,92,2018,3,26,0,0,0,0,113.4,0,0
489,2,0,2,2,0,0,0,179,2018,10,30,1,0,0,0,102.85,1,1
490,2,0,2,2,0,0,0,219,2018,10,3,1,0,0,0,162.0,0,1
491,3,0,1,0,0,0,1,119,2018,9,19,1,0,0,0,171.26,1,0
492,2,1,2,5,0,0,0,111,2018,7,6,1,0,0,0,137.7,1,1
493,3,0,1,2,0,0,1,169,2018,8,12,1,0,0,0,104.4,0,1
494,2,0,0,2,0,0,1,86,2018,10,26,1,0,0,0,109.65,0,1
495,3,0,2,2,0,0,1,226,2018,9,29,1,0,0,0,94.5,2,1
496,2,0,2,1,0,0,0,117,2017,8,1,0,0,0,0,115.2,0,0
497,2,0,1,2,0,0,1,253,2018,6,19,1,0,0,0,80.75,0,1
498,2,0,2,2,0,0,0,86,2018,4,17,0,0,0,0,98.39,1,0
499,2,1,2,5,0,0,0,14,2018,7,22,0,0,0,0,94.5,1,0
500,1,0,0,1,0,0,0,133,2018,8,20,1,0,0,0,115.0,0,1
501,1,0,0,2,0,0,0,256,2018,6,15,0,0,0,0,155.6,0,0
502,1,0,2,3,1,0,0,16,2018,11,6,1,0,0,0,75.0,1,1
503,2,0,0,2,0,0,0,245,2018,6,16,0,0,0,0,187.0,0,1
504,3,0,0,2,0,0,1,24,2018,7,6,1,0,0,0,65.0,1,0
505,2,0,1,2,0,0,0,56,2018,3,25,0,0,0,0,90.0,0,0
506,2,0,2,0,0,0,0,286,2018,10,16,1,0,0,0,110.8,1,0
507,2,0,0,4,0,0,0,5,2018,5,18,0,0,0,0,87.0,0,0
508,1,0,0,3,0,0,0,15,2018,2,26,0,0,0,0,96.3,0,0
509,2,0,2,1,0,0,0,148,2018,7,20,1,0,0,0,132.3,0,0
510,2,0,0,3,0,0,1,95,2018,10,20,1,0,0,0,112.5,1,1
511,3,0,1,3,0,0,1,205,2018,10,8,1,0,0,0,120.0,0,1
512,2,0,0,4,1,0,0,179,2018,10,6,1,0,0,0,96.3,2,1
513,2,0,0,1,0,0,0,164,2018,8,27,1,0,0,0,72.25,0,1
514,2,0,0,2,1,0,0,74,2018,8,29,0,0,0,0,83.5,1,0
515,2,2,1,3,0,0,2,8,2017,10,31,1,0,0,0,150.3,1,0
516,3,0,0,1,0,0,1,41,2018,6,9,1,0,0,0,201.16,2,0
517,2,0,0,1,0,0,3,0,2018,9,18,1,0,0,0,176.4,2,0
518,3,0,0,3,0,0,1,32,2018,10,6,1,0,0,0,159.0,3,0
519,3,0,2,0,0,0,1,14,2018,5,8,1,0,0,0,95.0,0,1
520,2,0,0,3,0,0,0,37,2018,10,13,0,0,0,0,168.3,0,0
521,2,0,0,2,0,0,1,94,2018,9,14,1,0,0,0,117.11,0,1
522,2,0,0,2,0,0,1,111,2018,6,2,1,0,0,0,81.9,0,0
523,1,0,1,2,0,0,0,80,2018,4,1,1,0,0,0,110.0,1,0
524,2,0,1,2,0,0,0,1,2018,6,17,0,0,0,0,540.0,0,0
525,2,0,2,1,0,0,0,34,2018,3,12,0,0,0,0,99.28,0,1
526,2,0,1,2,0,0,0,118,2018,5,6,0,0,0,0,0.0,0,0
527,2,0,0,0,0,0,0,75,2018,11,17,1,0,0,0,65.0,3,0
528,1,0,0,3,0,0,0,15,2017,10,18,0,0,0,0,85.0,0,0
529,2,0,0,3,0,0,0,36,2018,9,25,0,0,0,0,85.5,0,0
530,2,0,1,2,1,0,0,149,2018,7,25,1,0,0,0,231.0,2,0
531,2,2,0,3,0,0,3,20,2018,7,6,1,0,0,0,125.1,1,0
532,2,1,2,2,0,0,0,57,2018,9,9,1,0,0,0,75.0,2,0
533,2,0,0,2,0,0,1,31,2017,10,16,0,0,0,0,91.0,0,0
534,1,0,0,2,2,0,0,36,2017,10,16,0,0,0,0,116.1,0,0
535,2,0,0,3,0,0,0,188,2018,9,15,1,0,0,0,119.85,0,1
536,2,0,0,1,0,0,0,119,2018,6,9,1,0,0,0,71.91,0,0
537,2,0,0,3,1,0,0,308,2018,12,29,1,0,0,0,107.0,0,0
538,2,0,2,3,0,0,1,16,2018,6,26,0,0,0,0,90.9,1,0
539,1,0,0,1,0,0,0,81,2018,6,23,1,0,0,0,180.0,1,0
540,1,0,0,1,0,0,1,6,2018,9,12,1,0,0,0,237.0,1,0
541,2,2,2,3,0,0,3,7,2018,6,9,1,0,0,0,111.69,0,1
542,3,0,1,4,0,0,1,98,2018,12,26,1,0,0,0,132.6,1,0
543,2,0,1,3,0,0,1,71,2018,5,1,1,0,0,0,126.9,0,1
544,2,0,3,6,0,0,1,147,2018,9,10,1,0,0,0,116.75,0,1
545,2,0,1,4,2,0,0,15,2018,9,9,1,0,0,0,55.74,1,0
546,1,0,0,4,0,0,0,5,2018,2,5,0,0,0,0,169.0,0,0
547,3,0,0,1,0,0,1,27,2018,3,25,1,0,0,0,168.3,0,0
548,2,0,0,2,0,0,1,67,2018,9,11,1,0,0,0,116.1,0,0
549,1,0,0,2,1,0,0,164,2018,9,2,1,0,0,0,90.0,1,0
550,2,0,0,3,0,0,0,160,2018,7,14,0,0,0,0,123.3,1,1
551,2,0,0,3,0,1,1,65,2018,7,27,1,0,0,0,103.0,2,0
552,1,0,1,0,0,0,0,12,2018,3,10,0,0,0,0,54.74,0,0
553,1,0,0,5,0,0,0,9,2018,3,11,1,0,0,0,75.0,0,0
554,2,0,0,2,0,0,0,71,2018,11,25,0,0,0,0,213.3,0,0
555,2,0,3,5,2,0,1,103,2018,5,31,1,0,0,0,85.5,0,1
556,2,0,1,1,1,0,0,97,2018,5,16,0,0,0,0,76.92,0,0
557,1,0,1,1,0,0,0,40,2018,6,21,1,0,0,0,118.8,0,1
558,1,0,0,2,0,0,1,155,2018,10,18,1,0,0,0,156.0,1,0
559,2,0,2,1,2,0,0,220,2018,9,17,0,0,0,0,79.5,1,1
560,2,0,2,3,1,0,0,138,2018,4,22,1,0,0,0,98.32,0,1
561,1,0,0,3,0,0,0,5,2018,5,16,0,0,0,0,132.3,0,0
562,2,0,0,2,0,0,1,88,2018,10,13,1,0,0,0,105.3,0,1
563,2,0,0,2,0,0,0,170,2018,8,27,1,0,0,0,99.45,2,0
564,2,0,2,5,0,0,0,125,2018,7,9,1,0,0,0,92.65,1,0
565,3,0,0,3,0,0,0,104,2018,12,4,0,0,0,0,112.63,1,0
566,2,0,0,4,0,0,0,175,2018,8,31,1,0,0,0,105.3,0,0
567,2,0,1,1,0,0,0,156,2018,8,23,1,0,0,0,116.1,0,1
568,2,0,0,3,1,0,0,130,2018,6,2,1,0,0,0,96.9,0,1
569,2,0,2,2,0,0,1,25,2018,11,25,1,0,0,0,161.1,4,0
570,2,0,0,2,0,1,0,31,2018,7,30,1,0,0,0,121.5,1,0
571,2,0,0,1,0,0,0,120,2018,7,27,1,0,0,0,131.7,0,1
572,3,0,0,2,0,0,1,156,2018,7,28,1,0,0,0,72.25,0,1
573,2,0,2,3,0,0,0,132,2018,7,10,0,0,0,0,120.0,0,0
574,2,0,0,1,0,0,0,56,2018,6,22,0,0,0,0,81.5,0,0
575,2,0,0,3,0,0,0,244,2018,9,29,1,0,0,0,103.57,2,0
576,2,0,2,3,0,0,0,107,2018,4,28,0,0,0,0,80.75,0,0
577,2,0,2,2,0,0,0,82,2018,4,17,0,0,0,0,85.5,0,0
578,2,0,1,3,0,0,0,48,2018,5,24,0,0,0,0,114.3,0,0
579,2,0,2,4,0,0,1,129,2018,8,6,1,0,0,0,96.3,0,1
580,2,0,1,0,0,0,0,216,2018,8,13,1,0,0,0,106.25,0,1
581,2,0,1,3,0,0,0,215,2018,5,29,1,0,0,0,90.0,2,0
582,2,0,1,2,0,0,0,101,2018,4,4,1,0,0,0,106.2,0,1
583,1,0,1,3,0,0,1,46,2018,11,3,1,0,0,0,95.0,2,0
584,1,0,0,3,0,0,0,71,2018,6,24,0,0,0,0,86.0,0,0
585,2,0,2,2,0,0,0,115,2018,2,27,1,0,0,0,85.5,0,1
586,2,0,0,1,0,1,0,37,2018,10,25,0,0,0,0,72.25,0,0
587,2,0,2,2,0,0,0,136,2018,7,3,0,0,0,0,99.45,0,1
588,2,0,2,5,0,0,0,123,2018,4,27,1,0,0,0,105.3,1,0
589,2,0,2,2,0,0,0,127,2018,5,22,1,0,0,0,108.0,0,1
590,2,0,2,1,0,0,0,1,2017,8,10,0,0,0,0,101.4,0,0
591,2,0,2,3,0,0,0,194,2018,9,12,1,0,0,0,84.33,1,1
592,2,0,1,2,0,0,0,133,2018,3,30,0,0,0,0,118.8,1,0
593,2,0,0,3,0,0,0,107,2018,10,12,1,0,0,0,116.62,2,0
594,2,0,2,5,0,0,1,142,2018,6,3,1,0,0,0,98.25,2,0
595,2,0,2,2,0,1,0,76,2017,10,13,1,0,0,0,100.0,1,0
596,2,0,0,2,0,0,0,177,2018,6,22,1,0,0,0,103.5,0,1
597,2,0,1,3,1,0,0,158,2018,7,16,1,0,0,0,76.5,0,1
598,2,0,2,1,0,0,0,96,2017,7,11,1,0,0,0,94.5,1,1
599,2,0,0,2,1,0,0,103,2018,7,18,1,0,0,0,110.0,0,1
600,1,0,5,10,0,0,1,5,2018,10,28,3,0,0,0,107.0,0,0
601,2,0,0,2,0,0,1,4,2018,9,26,0,0,0,0,67.0,0,0
602,1,0,0,1,0,0,0,47,2017,11,11,2,0,0,0,106.9,0,0
603,2,0,0,3,0,0,0,190,2018,9,29,1,0,0,0,95.88,0,1
604,2,0,1,2,0,0,0,161,2018,9,30,0,0,0,0,106.2,0,0
605,2,0,0,2,0,0,0,240,2018,6,9,1,0,0,0,90.95,0,1
606,2,0,2,2,0,0,1,87,2018,9,6,0,0,0,0,90.0,0,0
607,1,0,1,3,0,0,0,285,2018,10,3,0,0,0,0,79.2,0,0
608,2,0,0,2,1,0,0,98,2018,12,2,1,0,0,0,84.33,0,0
609,2,0,0,2,0,0,0,133,2018,3,11,1,0,0,0,120.3,0,0
610,2,0,2,1,0,0,0,106,2018,7,17,1,0,0,0,130.5,0,1
611,2,1,1,3,0,0,0,155,2018,8,16,1,0,0,0,168.3,0,1
612,3,0,2,3,0,0,1,48,2018,7,26,1,0,0,0,177.0,2,0
613,2,2,1,0,0,0,3,6,2018,5,9,1,0,0,0,115.0,1,0
614,2,0,0,2,0,0,0,291,2018,8,19,0,0,0,0,96.3,0,1
615,2,0,0,1,0,0,1,44,2018,6,18,0,0,0,0,113.5,2,0
616,2,1,1,2,0,0,0,110,2017,9,9,0,0,0,0,0.0,1,0
617,1,0,1,2,2,0,0,80,2018,9,26,1,0,0,0,112.88,0,0
618,2,0,0,3,2,0,1,90,2018,9,27,0,0,0,0,180.3,0,0
619,2,2,0,4,0,0,3,69,2018,7,19,1,0,0,0,75.0,2,0
620,2,0,2,1,0,0,0,44,2017,10,23,0,0,0,0,75.0,0,0
621,2,0,1,3,0,0,0,322,2018,5,19,0,0,0,0,140.63,0,1
622,1,0,2,2,0,0,1,62,2018,11,3,1,0,0,0,95.4,1,0
623,1,0,1,1,0,0,0,268,2018,10,1,1,0,0,0,80.75,0,0
624,2,0,2,2,0,0,0,172,2018,10,23,0,0,0,0,90.1,0,0
625,2,0,2,5,1,0,0,258,2018,10,2,1,0,0,0,143.7,1,0
626,3,0,0,3,0,0,1,158,2018,8,8,1,0,0,0,130.0,1,1
627,2,0,1,4,0,0,0,213,2018,6,7,0,0,0,0,90.0,0,0
628,1,0,0,2,0,0,0,346,2018,9,13,0,0,0,0,94.5,0,0
629,2,0,0,1,1,0,0,133,2018,8,20,1,0,0,0,127.38,0,1
630,0,2,2,2,0,1,2,108,2018,9,24,1,0,0,0,85.5,3,0
631,2,0,2,1,0,0,0,53,2018,9,19,0,0,0,0,94.5,1,0
632,2,0,1,2,1,0,0,191,2018,8,12,1,0,0,0,109.8,0,1
633,2,0,2,1,0,0,1,202,2018,8,22,1,0,0,0,121.5,0,1
634,2,1,0,2,0,0,0,136,2018,5,21,1,0,0,0,168.3,0,1
635,2,0,0,1,0,0,1,47,2018,8,24,1,0,0,0,200.0,2,0
636,2,1,1,1,0,0,3,12,2018,8,17,1,0,0,0,123.84,2,0
637,2,1,2,3,0,0,0,56,2018,10,25,1,0,0,0,154.0,1,0
638,2,0,1,2,0,0,1,22,2018,9,16,1,0,0,0,101.75,0,1
639,2,0,1,4,0,1,0,191,2018,7,25,1,0,0,0,137.6,0,1
640,3,0,2,2,0,0,1,27,2018,5,14,1,0,0,0,89.25,2,0
641,2,0,2,2,0,0,0,229,2018,10,22,1,0,0,0,120.8,0,1
642,2,0,0,2,0,0,1,96,2018,12,28,1,0,0,0,177.0,0,0
643,2,0,0,3,0,0,1,12,2018,5,27,1,0,0,0,100.0,1,0
644,2,0,0,3,0,0,0,204,2017,10,3,0,0,0,0,140.4,0,0
645,1,0,1,2,0,0,1,64,2018,5,27,1,0,0,0,136.0,0,1
646,2,0,2,3,2,0,1,80,2017,10,9,0,0,0,0,98.0,0,0
647,1,0,0,1,0,1,0,12,2018,10,19,2,1,0,1,112.01,0,0
648,2,0,2,5,0,0,1,190,2018,9,9,0,0,0,0,95.0,0,1
649,1,0,1,2,0,0,0,0,2017,10,12,2,0,0,0,130.0,0,1
650,2,1,0,2,2,0,0,29,2018,12,14,1,0,0,0,120.0,0,1
651,1,0,1,2,0,0,0,180,2018,10,14,0,0,0,0,80.0,0,1
652,1,0,0,3,0,0,0,338,2018,10,7,1,0,0,0,52.0,2,0
653,2,0,0,2,0,0,0,70,2018,12,5,0,0,0,0,110.0,0,0
654,2,0,1,0,0,0,0,280,2018,9,19,0,0,0,0,115.0,0,1
655,2,0,0,3,2,0,0,36,2018,10,21,0,0,0,0,115.85,1,0
656,3,0,2,1,0,0,0,130,2018,5,23,1,0,0,0,136.0,2,0
657,2,0,0,3,0,0,1,79,2017,10,13,0,0,0,0,114.3,0,0
658,2,0,0,3,0,0,0,159,2018,8,9,1,0,0,0,80.75,0,1
659,2,0,0,4,0,0,0,97,2018,5,19,0,0,0,0,149.4,0,0
660,2,0,0,2,0,0,1,78,2018,9,27,1,0,0,0,75.0,3,0
661,2,0,1,3,0,0,0,85,2018,12,1,0,0,0,0,126.0,0,0
662,2,1,1,1,0,0,0,38,2018,5,21,1,0,0,0,105.0,2,0
663,2,0,0,3,0,0,0,29,2018,9,17,0,0,0,0,90.0,0,0
664,2,0,2,5,0,0,0,275,2018,10,5,1,0,0,0,65.0,0,1
665,2,0,2,3,0,0,0,192,2017,9,25,0,0,0,0,88.01,0,0
666,2,0,0,3,0,0,0,136,2018,8,11,1,0,0,0,116.1,1,0
667,2,0,0,3,1,0,0,103,2018,5,13,1,0,0,0,60.29,0,1
668,2,0,2,1,0,0,0,277,2018,11,13,1,0,0,0,99.3,4,0
669,2,0,0,3,0,0,0,141,2018,4,22,1,0,0,0,73.0,0,0
670,1,0,0,2,2,0,0,221,2018,8,12,0,0,0,0,94.7,0,1
